OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO
10000412,18/11/2024 10:18:16 AM,CKM691 ,10002985,99,,R,,5072,18/11/2024 05:10:59 PM,93HRV3840RK301698,S9,18/11/2024 05:09:59 PM,AZUL COSMIC,SERVICIO PREVENTIVO (PROMOCION)
10000414,18/11/2024 11:05:00 AM,F1M060 ,10002830,99,,R,,105392,20/11/2024 05:06:50 PM,JM8KE2W78E0210395,S7,20/11/2024 05:07:20 PM,BLANCO,DIAGNOSTICO ELECTRICO POR TESTIGO DE RUEDA ENCENDIDO
10000415,20/11/2024 11:09:20 AM,B6U420 ,10002988,99,,R,,128220,03/12/2024 03:14:38 PM,1HGCP2680BA500532,S6,03/12/2024 03:14:28 PM,GRIS AMBER (MARRON),Cliente solicita: 1) REVISAR VIBRACION EN MOVIMIENTO. 2) REVISAR VIBRACION EN CABINA EN MINIMO. 3) REVISAR FUGAS DE ACEITE. 4) REVISION TECNICA.
10000420,26/11/2024 09:02:50 AM,BRD472 ,10002857,99,,R,,36630,27/11/2024 05:20:43 PM,YV1LF10ACL1554353,S6,27/11/2024 05:20:34 PM,GRIS,"CLIENTE SOLICITA: 1) CAMBIO DE NEUMATICO POSTERIOR IZQUIERDO. 2) REVISION A/C, DEMORA EN ENFRIAR LA CABINA. 3) ENDEREZAR EL PORTABICICLETA."
10000421,27/11/2024 08:00:38 AM,F3T219 ,10000046,99,,R,,90246,27/11/2024 04:52:04 PM,JM7BL12Z1E1427941,S6,27/11/2024 08:05:04 AM,GRIS,"Cliente solicita: 1) SERVICIO MANTENIMIENTO 90,000 KM. 2) REVISAR ALINEAMIENTO DE DIRECCION. 3) REVISAR LUCES."
10000356,12/10/2024 12:15:26 PM,F5L314 ,10002961,99,,R,,112165,14/10/2024 10:47:58 AM,5FNYF3820DB601338,S7,14/10/2024 10:46:31 AM,,ROMUALDO CANALES SOLICITA: * INSPECCION PARA VENTA * FACTURA 10096421864 / DANA PULACHE 
10000359,16/10/2024 01:09:45 PM,F1P548 ,10002963,99,,R,,40289,16/10/2024 03:47:06 PM,MA3ZF62S1DA249170,S9,16/10/2024 03:47:55 PM,GRIS,REVISION TECNICA CAMBIO PILA DE LLAVE
10000364,18/10/2024 01:21:18 PM,APO444 ,10000042,99,,R,,89877,28/10/2024 12:56:37 PM,SALCA2BG4GH556025,S9,18/10/2024 01:23:25 PM,VERDE,"CLIENTE SOLICITA: PINTAR ESQUINERO DE FUNDA POSTERIOR DE PARACHOQUE. REPARAR FARO POSTERIOR DERECHO. REVISAR SISTEMA DE AIRE ACONDICIONADO, SALE AIRE TEMPERADO POR LAS VENTILAS DEL LADO DERECHO DEL TABLERO."
10000365,18/10/2024 01:24:17 PM,AKT079 ,10002964,99,,R,,100388,28/10/2024 06:11:45 PM,3N1AB7AD7GL621213,S6,28/10/2024 06:11:12 PM,GRIS TIERRA,"CLIENTE MANIFIESTA: MOTOR INESTABLE, PIERDE POTENCIA. SONIDO AL RETROCEDER. TESTIGO CHECK ENGINE ENCENDIDO. "
10000368,22/10/2024 02:13:23 PM,C3I295 ,10002838,99,,R,,135592,04/11/2024 01:48:33 PM,WAUZZZ4G7CN090647,S9,06/11/2024 01:44:36 PM,GRIS DAKOTA,fuga de combustible tiembla despues de emcender
10000372,23/10/2024 09:14:02 AM,BTI232 ,10002756,99,,R,,19885,28/10/2024 09:46:57 AM,JMYXTGA2WMU000453,S6,23/10/2024 09:21:55 AM,GRIS OSCURO METALICO,CLIENTE SOLICITA: SERVICIO DE MATENIMIENTO MAYOR. REVISAR DEMORA EN RESPONDER AL ACELERAR. KIT DE LIMPIEZA COMBUSTIBLE.
10000375,23/10/2024 03:43:38 PM,ASY295 ,10002798,99,,R,,71366,28/10/2024 09:36:10 AM,KL1GM5E58FB027682,S1,23/10/2024 04:31:45 PM,GRIS HUMO,CLIENTE SOLICITA: 1) REVISAR SONIDO METALICO EN MARCHA. 2) REVISAR FRENOS DELANTEROS Y POSTERIORES.
10000385,04/11/2024 09:13:17 AM,F1M060 ,10002830,99,,R,,105067,07/11/2024 11:43:31 AM,JM8KE2W78E0210395,S7,07/11/2024 11:42:55 AM,BLANCO,DIAGNOSTICOS POR TESTIGOS ENCENDIDOS EN TABLERO. I-STOP/ABS/SRS/ANTIDERRAPE/PRESION DE NEUMATICOS
10000386,05/11/2024 09:01:42 AM,APC497 ,10002862,99,,R,,93987,14/11/2024 11:08:17 AM,MMBGRKH90FF002645,S6,14/11/2024 11:08:08 AM,AZUL,CLIENTE SOLICITA: 1) CAMBIO DE ACEITE Y FILTRO DE CAJA DE CAMBIOS. 2) LIMPIEZA DE INYECTORES (POR CONSUMO DE COMBUSTIBLE). 3) LIMPIEZA DE CUERPO DE ACELERACION (POR CONSUMO DE COMBUSTIBLE). 4) INSPECCION DE BUJIAS. 5) INSPECCION DE FAJAS.
10000387,06/11/2024 10:26:18 AM,BZG085 ,10002811,99,,R,,13735,07/11/2024 12:20:52 PM,KMHJB81DBNU116244,S6,07/11/2024 12:18:47 PM,BLANCO,CLIENTE SOLICITA: SERVICIO DE MANTENIMIENTO.
10000395,11/11/2024 10:49:46 AM,A2S390 ,10002824,99,,R,,259814,11/11/2024 05:02:35 PM,JMYLYV78W7J000225,S9,11/11/2024 05:01:53 PM,NEGRO,"CLIENTE SOLICITA: 1) REVISION POR TESTIGOS DE ABS, ESTABILIZACION Y CHECK ENGINE."
10000396,11/11/2024 06:35:13 PM,B6Y053 ,10000039,99,,R,,127617,07/12/2024 01:42:19 PM,JF1BL5LL55G012946,S6,10/12/2024 05:13:37 PM,PLATA,CLIENTE SOLICITA: 1) REVISION GENERAL 2) AJUSTAR ABRAZADERA DE MANGUERA SUP. DE RADIADOR 3) REVISAR SUSPENSION DELANTERA.
10000422,27/11/2024 10:52:31 AM,BPW137 ,10002993,99,,R,,50583,27/11/2024 04:54:36 PM,3VWT66BUXLM021628,S6,27/11/2024 11:03:03 AM,,Cliente solicita: 1) REVISION PARA MANTENIMIENTO POR TIEMPO SIN MOVERSE.
10000439,14/12/2024 12:45:00 PM,BHY268 ,10002860,99,,R,,42194,20/12/2024 09:08:10 AM,3VVK665N3JM217248,S7,20/12/2024 09:07:41 AM,PLATA METALICO,"CLIENTE SOLICITA: 1) REVISAR SISTEMA DE CIERRE CENTRALIZADO, NO ACTIVA AL INICIAR LA MARCHA."
10000447,19/12/2024 10:27:28 AM,AXK006 ,10002806,12,,R,,71377,26/12/2024 04:30:34 PM,SALCA2BG3HH648129,S6,26/12/2024 04:30:07 PM,BLANCO,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO. 2) REVISAR VIBRACION AL RETOMAR LA MARCHA. 3) CAMBIO DE ACEITE DE TRANSMISION Y DE CORONA POSTERIOR.
10000466,03/01/2025 08:47:00 AM,AJL360 ,10000033,99,,R,,118423,03/01/2025 06:53:04 PM,3HGRM3830FG602341,S6,03/01/2025 04:21:11 PM,AZUL,Cliente solicita: 1) SERVICIO MENOR. 2) CAMBIO DE ACEITE DE CAJA AUTOMATICA.
10000473,06/01/2025 06:01:47 PM,B4T118 ,10002902,99,,R,,121719,20/01/2025 05:08:02 PM,5FNYF4850BB602221,S6,16/01/2025 09:04:51 AM,NEGRO,Planchado y Pintura Pintar techo Pintar guardafando post izq. Pintar Espoiler de maletera Planchar guard. post. izq Repara borde post der. techo
10000400,13/11/2024 11:26:57 AM,BFF383 ,10002862,99,,R,,28392,13/11/2024 11:39:11 AM,JF1GT3LC5JG057320,S1,13/11/2024 11:39:03 AM,ROJO,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO. (TRAE RPTOS.) 2) ROTACION DE NEUMATICOS.
10000401,13/11/2024 01:23:02 PM,BYS630 ,10002983,99,,R,,34628,20/11/2024 04:11:31 PM,LJ166A336N2240648,S9,19/11/2024 11:07:39 AM,PLATA,CLIENTE SOLICITA: 1) PLANCHADO Y PINTURA DE LATERAL IZQUIERDO. 2) PLANCHADO Y PINTURA DE PARACHOQUE POSTERIOR. 3) QUITAR OXIDO DE PARTE INTERIOR DE PUERTA PILOTO. 4) QUITAR OXIDO DE CONTORNO DE TAPA EXTERIOR DE COMBUSTIBLE.
10000403,14/11/2024 07:56:52 AM,AVM647 ,10000060,99,,R,,66474,14/11/2024 02:04:13 PM,19XFC1670HE500146,S6,14/11/2024 07:57:56 AM,AZUL,Cliente solicita: 1) MANTENIMIENTO PREVENTIVO.
10000405,14/11/2024 09:26:27 AM,C0H143 ,10002813,99,,R,,122215,14/11/2024 02:01:38 PM,3HGRM4870CG602316,S6,14/11/2024 02:01:43 PM,GRIS TITANIUM,Cliente solicita: 1) MANTENIMIENTO PREVENTIVO. 2) REVISION GENERAL. 3) FARO DEL. DER. NO PRENDE.
10000407,15/11/2024 12:13:01 PM,B7N172 ,10000039,99,,R,,162682,07/12/2024 01:20:14 PM,KNAPB811BB7143698,S6,15/11/2024 12:15:28 PM,PLATA BRILLANTE,Vehiculo ingresa en grua. Cliente solicita: 1) Revisar sistema de carga y bateria. 2) Cargar bateria. 3) Revision para viaje.
10000409,15/11/2024 04:26:17 PM,A2S390 ,10002824,99,,R,,260167,28/11/2024 12:37:02 PM,JMYLYV78W7J000225,S9,28/11/2024 02:53:14 PM,NEGRO,Vehiculo ingresa en grua. Cliente solicita: 1) REVISION PORQUE EL MOTOR SE APAG? EN MARCHA Y NO ARRANCA. 2) SOLUCIONAR TESTIGOS ENCENDIDOS EN EL TABLERO CUANDO SE ENCIENDE EL A/C.
10000419,25/11/2024 05:09:38 PM,BDO675 ,10002862,99,,R,,49975,29/11/2024 04:09:09 PM,WP1ZZZ95ZHLB73715,S7,29/11/2024 04:06:47 PM,NEGRO,"REVICION POR TESTIGOS ENCENDIDOS, CARGA DE BATERIA COTIZACION DE MODULO PARA ELEVAR SUSPENSION"
10000476,07/01/2025 04:55:42 PM,V7V267 ,10002855,99,,R,,61656,20/01/2025 05:07:25 PM,3N1AB7AD0HL602424,S7,07/01/2025 07:38:55 PM,GRIS TIERRA,Cliente solicita: 1) SERVICIO PARA REVISION TECNICA. 2) TRAMITE DEL CERTIFICADO.
10000481,10/01/2025 09:21:19 AM,BES072 ,10002959,99,,R,,45280,10/01/2025 05:26:47 PM,JF1GK3LC5JG007726,S6,13/01/2025 08:40:09 AM,BLANCO,"Cliente solicita: 1) MANTENIMIENTO PREVENTIVO (Intervalo 7,500 Km.) 2) REVISAR CREMALLERA DE DIRECCION. (En Subaru le informaron que requeria reparacion pero no presenta molestias en la conduccion)"
10000484,13/01/2025 10:11:06 AM,ATL336 ,10002959,99,,R,,91268,13/01/2025 05:39:18 PM,JTNBK3FK0G3003756,S6,13/01/2025 05:39:12 PM,TURQUESA OSCURO,"Cliente solicita: 1) SERVICIO PREVENTIVO POR 90,000 Km."
10000485,13/01/2025 02:27:36 PM,F7O656 ,10002814,99,,R,,59305,20/01/2025 05:03:31 PM,WBA1N7107EJ847402,S7,13/01/2025 05:42:17 PM,NEGRO ZAFIRO METALIZ,Cliente solicita: 1) PURGADO DE LIQUIDO DE FRENO.
10000489,16/01/2025 09:50:38 AM,AZQ665 ,10003021,99,,R,,78660,17/01/2025 05:43:34 PM,1HGRW5830HL501977,S6,17/01/2025 05:43:26 PM,GRIS,Cliente solicita: 1) SERVICIO DE GRUA. 2) REVISION FRENOS ELECTRONICO SE QUEDO ACTIVADO. 3) PRESUPUESTO DE PYP.
10000490,16/01/2025 10:16:15 AM,APM124 ,10000015,99,,R,,82641,29/01/2025 05:21:34 PM,JF1BS9LC2GG073669,S6,17/01/2025 10:39:27 AM,GRIS OSCURO METALICO,Cliente solicita: 1) SERVICIO PREVENTIVO MENOR.
10000492,16/01/2025 06:00:00 PM,B6R357 ,10000074,99,,R,,112159,20/01/2025 05:02:24 PM,VF1VY0CAVBC366821,S7,20/01/2025 05:02:19 PM,NEGRO METALICO,Cliente solicita: 1) REVISION MOTOR INESTABLE.
10000495,21/01/2025 08:37:54 AM,T2N398 ,10002885,99,,R,,99675,21/01/2025 06:02:10 PM,WDCDA5HB2DA190959,S6,21/01/2025 12:44:42 PM,PLATA,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO.
10000496,21/01/2025 12:30:56 PM,BPJ016 ,10003024,99,,R,,56949,05/02/2025 10:08:40 AM,KNAPH812BL5587269,S6,29/01/2025 05:25:16 PM,GRIS,Cliente solicita: 1) CAMBIO DE MICAS DE FAROS POSTERIORES LADO DERECHO.
10000497,22/01/2025 09:38:10 AM,AMN375 ,10003017,99,,R,,58998,22/01/2025 03:15:41 PM,WAUZZZ8R8FA137546,S6,22/01/2025 03:15:53 PM,GRIS,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO PREVENTIVO.
10000498,24/01/2025 08:59:26 AM,B7N172 ,10000039,99,,R,,167962,02/05/2025 11:44:56 AM,KNAPB811BB7143698,S6,07/02/2025 02:53:56 PM,PLATA BRILLANTE,"Cliente solicita: 1) REVISAR CAJA DE CAMBIOS, ENGANCHA BRUSCO."
10000357,12/10/2024 12:15:00 PM,ARO613 ,10002958,99,,R,,114437,22/10/2024 03:34:11 PM,YV1DZ61H6G2912467,S6,22/10/2024 03:34:03 PM,GRIS,CLIENTE SOLICITA: 1) INSTALACION DE RPTOS. IMPORTADOS POR EL CLIENTE. 2) MANTENIMIENTO PREVENTIVO MAYOR.
10000382,30/10/2024 10:32:35 AM,ANV411 ,10002972,99,,R,,76470,31/10/2024 02:36:14 PM,4P3XTGA2WFE903313,S6,30/10/2024 10:37:44 AM,NEGRO,REVISION GENERAL MANTENIMIENTO PREVENTIVO MAYOR LAVADO DE SALON INSTACION DE PLUMILLA POST. (CLIENTE TIENE RPTO.) FIJAR SEGURO DE FARO POST.
10000398,13/11/2024 08:27:36 AM,A4P332 ,10000251,99,,R,,131457,19/11/2024 07:58:29 AM,1HGCP2680AA500138,S6,19/11/2024 07:59:22 AM,,CLIENTE SOLICITA: 1) CAMBIO DE AMORTIGUADORES DELANTEROS. 2) GOLPETEO DELANTERO IZQUIERDO AL PASAR POR ENCALAMINADOS.
10000402,13/11/2024 04:49:53 PM,F8B300 ,10002862,99,,R,,85566,20/11/2024 03:03:37 PM,MMBGYKH40DF009894,S6,20/11/2024 03:03:17 PM,GRIS OSCURO METALICO,"CLIENTE SOLICITA: 1) ELIMINAR SONIDO COMO GOLPETEO PARTE BAJA ESTACIONADO CON EL MOTOR ENCENDIDO. 2) REVISAR CHIRRIDO COMO FAJA EN LA PARTE DELANTERA. 3) REVISAR PONCHOS DE PALIER Y PARTE BAJA. 4) REVISAR CAJA REALIZA EL UTIMO CAMBIO MUY LARGO Y MOTOR LLEGA A CASCABELEAR. 5) MANTENIMIENTO PREVENTIVO. 6) ACOMODAR PLASTICOS BAJO EL TIMON, SONIDO AL GIRAR EL TIMON."
10000406,14/11/2024 05:13:49 PM,BBE930 ,10002944,99,,R,,89145,18/11/2024 05:20:27 PM,LVAV3BD31KN005184,S6,18/11/2024 05:20:15 PM,BLANCO,Cliente solicita: 1) COTIZAR SERVICIO DE MANTENIMIENTO PREVENTIVO. 2) REVISION GENERAL.
10000426,28/11/2024 11:30:00 AM,AJL636 ,10002849,99,,R,,84999,26/12/2024 12:31:11 PM,MR0YZ59G990078832,S7,29/11/2024 12:46:40 PM,BEIGE METALICO,Clinete solicita: 1) REVISAR A/C NO ENFRIA.
10000430,04/12/2024 11:38:23 AM,BDO675 ,10002862,99,,R,,50091,06/12/2024 12:34:05 PM,WP1ZZZ95ZHLB73715,S7,06/12/2024 12:34:16 PM,NEGRO,Cliente solicita. 1) Revisar por testigos encendidos en tablero.
10000440,16/12/2024 07:55:41 AM,B7N172 ,10000039,99,,R,,164332,18/12/2024 06:35:01 PM,KNAPB811BB7143698,S9,16/12/2024 07:58:32 AM,PLATA BRILLANTE,Cliente solicita: 1) REVISION POR TESTIGO ENCENDIDO EN TABLERO.
10000441,16/12/2024 09:46:34 AM,BXO578 ,10002800,99,,R,,32504,26/12/2024 04:31:28 PM,TSMYD21S1NMA26971,S7,16/12/2024 10:03:24 AM,PLATA,CLIENTE SOLICITA: 1) PRESUPUESTO DE PYP POSTERIOR. 2) REVISION DE ESPEJO EXTERIOR DERECHO. 3) REVISION DE A/C.
10000451,23/12/2024 07:42:14 AM,BAV558 ,10002737,99,,R,,51116,26/12/2024 04:33:56 PM,WAUZZZ8U4JR034641,S6,26/12/2024 04:33:50 PM,BLANCO GLACIAR,Cliente solicita: 1) SERVCIO DE MANTENIMIENTO.
10000452,23/12/2024 07:52:23 AM,AOC299 ,10003003,99,,R,,1,26/12/2024 04:27:20 PM,5FNYF4850BB602058,S1,26/12/2024 04:26:30 PM,PLATA,Cliente solicita: 1) CAMBIO DE RETEN POSTERIOR DE CIGUENAL.
10000453,04/12/2024 06:00:00 PM,A6X154 ,10002990,99,,R,,1,23/12/2024 02:16:23 PM,JMYLYV97WAJ000117,S9,23/12/2024 02:16:16 PM,NEGRO,Cliente solicita: 1) PLANCHADO Y PINTURA.
10000454,23/12/2024 05:45:59 PM,BND019 ,10000069,99,,R,,28353,14/01/2025 04:10:27 PM,1C4RJEAG6KC794839,S6,14/01/2025 04:10:07 PM,GRIS,Cliente solicita: 1) MANTENIMIENTO PREVENTIVO.
10000456,27/12/2024 08:14:47 AM,F3A090 ,10003008,99,,R,,109749,27/12/2024 03:26:10 PM,KMHDG41CBDU695893,S6,27/12/2024 08:20:13 AM,CELESTE,AUTO LLEGA EN GRUA 26/12/24 EN LA NOCHE. Cliente solicita: 1) REVISION NO ENCIENDE. 2) REVISION PARA MANTENIMIENTO.
10000459,27/12/2024 06:17:05 PM,BBE930 ,10002987,99,,R,,90928,17/01/2025 05:45:11 PM,LVAV3BD31KN005184,S6,30/12/2024 03:10:45 PM,BLANCO,Cliente solicita: 1) REVISION POR FUGA DE AGUA.
10000460,28/12/2024 11:05:11 AM,C8U177 ,10003010,99,,R,,105450,13/01/2025 08:55:32 AM,9BWAB45U0DT069721,S6,13/01/2025 08:55:24 AM,GRIS,Cliente solicita: 1) SERVICIO DE GRUA. 2) REVISION MOTOR NO ENCIENDE. 3) COTIZACION DE MANTENIMIENTO.
10000463,31/12/2024 09:27:45 AM,D0W183 ,10003011,99,,R,,99440,23/02/2026 01:29:05 PM,WBAVL3103EVS38137,S6,09/01/2025 08:25:35 PM,NEGRO,Cliente solicita: 1) CAMBIO DE RETEN DELANTERO Y POSTERIOR DE CIGUENAL. 2) CAMBIO DE ACEITE DE TRANSMISION. 3) LIMPIEZA DE PATIN INFERIOR. 4) CAMBIO DE BIELETAS.
10000380,19/10/2024 12:00:00 AM,ATE368 ,10002897,99,,R,,85316,28/10/2024 01:12:36 PM,1C4PJLAB4GW293521,S6,28/10/2024 01:11:10 PM,AZUL,cambio de bateria
10000394,11/11/2024 08:28:16 AM,AXQ156 ,10002783,99,,R,,96851,19/11/2024 08:15:57 AM,1HGRW5830HL501170,S6,19/11/2024 08:15:49 AM,PLATEADO,VEHICULO INGRESO EN GRUA DOMINGO 10711/2024 1) MOTOR NO ARRANCA. 2) VERIFICAR MANTENIMIENTO. 
10000417,25/11/2024 09:13:45 AM,AXH667 ,10001759,99,,R,,63249,25/11/2024 05:36:12 PM,1HGRW5830HL500352,S6,25/11/2024 03:53:31 PM,,Cliente solicita: 1) CAMBIO DE PASTILLAS DE FRENO DELANTERAS Y POSTERIORES. 2) ALINEAMIENTO DE DIRECCION.
10000418,25/11/2024 09:54:47 AM,BWV527 ,10002992,99,,R,,54002,25/11/2024 05:34:36 PM,YV1XZAKADM2578219,S6,25/11/2024 05:34:24 PM,NEGRO,"Cliente solicita: 1) SERVICIO DE 50,000 KM."
10000423,28/11/2024 08:03:52 AM,D8V110 ,10000074,99,,R,,121446,04/12/2024 05:52:57 PM,JM8KE2W72E0204432,S6,04/12/2024 05:58:23 PM,NEGRO,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO PREVENTIVO 2) REVISAR FRENOS POR CHILLIDO EN FRIO 3) AJUSTAR ANTENA DE TECHO Y VERIFICAR QUE CAPTE BIEN
10000425,29/11/2024 12:22:01 PM,B9Q052 ,10002976,99,,R,,58504,29/11/2024 03:23:22 PM,KNABX512BCT144517,S6,29/11/2024 12:35:09 PM,MARRON,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO (Promocion)
10000428,03/12/2024 09:16:45 AM,A2L102 ,10002817,99,,R,,146669,04/12/2024 03:20:58 PM,JHLRE3830AC200355,S6,03/12/2024 03:22:00 PM,NEGRO CRYSTAL,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO.
10000437,13/12/2024 10:40:16 AM,BCJ085 ,10002997,99,,R,,59261,20/12/2024 08:48:32 AM,5KBYF5850HB600774,S1,20/12/2024 08:46:37 AM,PLATA,"CLIENTE SOLICITA: 1) Planchado y pintura compuerta, parachoque posterior. 2) Presupuesto pyp lado derecho. 3) Presupuesto de limpieza de obturador."
10000438,14/12/2024 09:07:30 AM,B0A494 ,10000455,99,,R,,147196,17/12/2024 04:10:01 PM,JHLRE3830BC202164,S6,14/12/2024 09:08:52 AM,NEGRO CRYSTAL,Revision general Mantenimiento preventivo mayor cambio de bateria
10000443,18/12/2024 09:16:06 AM,AZW331 ,10002781,99,,R,,39468,20/12/2024 10:16:52 AM,JTDKD383XJ1600008,S6,20/12/2024 10:16:43 AM,GRIS OSCURO METALICO,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO. 
10000445,19/12/2024 07:51:06 AM,AWO274 ,10002866,99,,R,,77876,23/12/2024 08:05:33 AM,YV1LFA2ACH1168459,S1,23/12/2024 08:05:26 AM,GRIS,Cliente solicita: 1) CAMBIO DE EVAPORADOR DE A/C. 2) IDENTIFICAR SONIDO DELANTERO DERECHO AL CONDUCIR. 3) REVISAR ESTADO DEL CANISTER Y LIMPIARLO.
10000448,20/12/2024 09:43:47 AM,CMY356 ,10003001,99,,R,,3269,27/12/2024 03:23:10 PM,MHKAB1BA8SJ074313,S6,20/12/2024 03:55:37 PM,GRIS OSCURO METALICO,Planchado y Pintura
10000455,26/12/2024 09:57:31 AM,AHB608 ,10003007,99,,R,,32499,26/12/2024 04:13:42 PM,19XFB2680FE500444,S6,26/12/2024 04:13:35 PM,GRIS,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO. 2) FIJAR Y REVISAR FUNCIONAMIENTO DE PANTALLA ALTERNATIVA.
10000458,27/12/2024 11:14:25 AM,D5W530 ,10003009,99,,R,,58672,02/12/2025 12:11:09 PM,3HGRM3830DG600430,S9,27/12/2024 05:34:55 PM,GRIS TITANIUM,Cliente solicita: 1) REVISION POR TESTIGO EN TABLERO. 2) TIMON DURO Y MOTOR SE APAGO. 3) REVISAR BATERIA Y SISTEMA DE CARGA.
10000465,02/01/2025 11:18:59 AM,A6Y353 ,10002872,99,,R,,145434,29/01/2025 05:06:34 PM,KMHDU41BBAU101875,S6,03/01/2025 09:08:13 AM,PLATA METALIZADO,"Cliente solicita: 1) SERVICIO DE MANTENIMIENTO MENOR. 2) REVISAR SUSPENSION POSTERIOR, SUENA AL PASAR BACHES."
10000467,03/01/2025 10:49:41 AM,F2H539 ,10003012,99,,R,,81022,06/01/2025 10:22:14 AM,KNABX512BDT604100,S6,06/01/2025 10:22:07 AM,NEGRO,Revision general Mantenimiento preventivo mayor Revision de AC
10000468,03/01/2025 10:56:57 AM,D1J494 ,10002746,99,,R,,42462,06/01/2025 10:23:28 AM,KNAPC811AD7389447,S6,06/01/2025 10:23:20 AM,ROJO SE?AL,Cliente solicita: 1) MANTENIMIENTO MENOR. 2) REVISAR TESTIGO ENCENDIDO DE FRENO DE MANO. 3) REVISAR FUNCIONAMIENTO DE LUNA DE POSTERIOR IZQUIERDA Y DERECHA. 4) COTIZAR CAMARA DE RETRO.
10000469,03/01/2025 02:14:59 PM,BYD298 ,10002814,99,,R,,63778,03/01/2025 02:46:52 PM,2FMPK3J97MBA50773,S7,03/01/2025 02:45:31 PM,NEGRO,*REINGRESO* 1) CLIENTE REPORT? DESEMPE?O DEFICIENTE DE LAS PASTILLAS DE FRENO. 2) SE REEMPLAZAN PASTILLAS DEL. Y POST. COMPATIBLES POR ORIGINALES.
10000371,22/10/2024 06:23:47 PM,ACQ541 ,10002831,99,,R,,76867,28/10/2024 09:49:50 AM,YV1FS47HBE2299585,S9,28/10/2024 09:48:55 AM,GRIS,CLIENTE MANIFIESTA SONIDO EN AVANSE D SONIDO EN CANISTER SINIDO AL PREDER EL AC
10000393,09/11/2024 11:01:29 AM,C7R576 ,10002739,99,,R,,95359,20/11/2024 04:10:11 PM,1HGCP2680CA500316,S1,11/11/2024 06:45:02 PM,GRIS POLISHED,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MENOR.
10000399,13/11/2024 08:38:16 AM,BMU396 ,10002873,99,,R,,45053,14/11/2024 10:46:15 AM,JM7KF2W76L0360093,S6,14/11/2024 10:46:39 AM,GRIS TITANIO,CLIENTE SOLICITA: 1) MANTENIMIENTO PREVENTIVO.
10000424,28/11/2024 10:48:30 AM,C9L559 ,10002994,99,,R,,146793,26/12/2024 12:21:57 PM,5KBRL5860CB901414,S6,26/12/2024 12:22:05 PM,GRIS,VEHICULO INGRESA EN GRUA 1) REVISAR MOTOR SE APAGO EN MARCHA.
10000427,29/11/2024 12:00:00 AM,P2S031 ,10002793,99,,R,,6095,02/12/2024 11:02:19 AM,3N1AB7AD1GL635981,S6,02/12/2024 11:02:26 AM,GRIS,CAMBIO DE BATERIA
10000431,05/12/2024 07:04:27 PM,B9E339 ,10000039,99,,R,,123804,10/12/2024 04:27:38 PM,SALFA2BA4BH260049,S1,05/12/2024 07:06:49 PM,MARRON,Cliente solicita: 1) AUXILIO MECANICO AUTO NO ARRANCA 2) REVISION SISTEMA ELECTRICO Y DE CARGA
10000433,07/12/2024 01:20:34 PM,B7N172 ,10000039,99,,R,,163980,10/12/2024 04:44:41 PM,KNAPB811BB7143698,S6,07/12/2024 01:23:27 PM,PLATA BRILLANTE,Cliente solicita: 1) REVISAR SONIDO PARTE INFERIOR AL INICIAR LA MARCHA O RETROCESO. 2) CORREGIR PISADA DE LA PLUMILLA DELANTERA DERECHA. 3) REVISAR PARA VIAJE A CAJAMARCA.
10000434,10/12/2024 03:19:41 PM,AWS369 ,10002834,99,,R,,69215,11/12/2024 12:44:54 PM,LNBMDLAA5HR881237,S6,11/12/2024 12:44:19 PM,PLATA,Cliente solicita: 1) AUXILIO MECANICO A DOMICILIO. 2) REVISAR BATERIA 3) REVISAR CHAPA DE CONTACTO 4) SERVICIO DE MANTENIMIENTO
10000470,04/01/2025 08:37:32 AM,BCK263 ,10001546,99,,R,,77729,06/01/2025 10:27:45 AM,3HGRU5830HM502053,S6,04/01/2025 09:25:42 AM,,CLIENTE SOLICITA: 1) SERVICIO DE MANTENIMIENTO MENOR.
10000472,06/01/2025 08:40:19 AM,BBV691 ,10002851,99,,R,,114726,06/01/2025 06:22:24 PM,KNAPM81ABJ7398576,S6,06/01/2025 06:22:28 PM,PLATA MINERAL,Cliente solicita: 1) SERVICIO DE MANTENIMIENTO.
10000474,07/01/2025 12:26:07 PM,C9K433 ,10002877,99,,R,,212091,20/01/2025 05:07:50 PM,5FNYF4850CB602752,S6,09/01/2025 08:31:36 PM,AZUL BALI,Cliente solicita: 1) REVISION PORQUE MOTOR NO ARRANCA. 2) TESTIGO DE BATERIA Y VTM-4 ENCENDIDOS.
